id,conditions,conclusion,priority,category
1802,"{""属性170"": true, ""特征168"": true, ""特征2"": true}",豹变种168,3,general
1803,"{""属性171"": true, ""特征168"": true, ""特征3"": true}",鹿变种168,3,general
1804,"{""属性172"": true, ""特征168"": true, ""特征4"": true}",象变种168,3,general
1805,"{""属性173"": true, ""特征168"": true, ""特征5"": true}",鹰变种168,3,general
1806,"{""属性174"": true, ""特征168"": true, ""特征6"": true}",蛇变种168,3,general
1807,"{""属性175"": true, ""特征168"": true, ""特征7"": true}",鱼变种168,3,general
1808,"{""属性176"": true, ""特征168"": true, ""特征8"": true}",鸟变种168,3,general
1809,"{""属性177"": true, ""特征168"": true, ""特征9"": true}",虫变种168,3,general
1810,"{""属性169"": true, ""特征0"": true, ""特征169"": true}",熊变种169,3,general
1811,"{""属性170"": true, ""特征1"": true, ""特征169"": true}",狼变种169,3,general
1812,"{""属性171"": true, ""特征169"": true, ""特征2"": true}",豹变种169,3,general
1813,"{""属性172"": true, ""特征169"": true, ""特征3"": true}",鹿变种169,3,general
1814,"{""属性173"": true, ""特征169"": true, ""特征4"": true}",象变种169,3,general
1815,"{""属性174"": true, ""特征169"": true, ""特征5"": true}",鹰变种169,3,general
1816,"{""属性175"": true, ""特征169"": true, ""特征6"": true}",蛇变种169,3,general
1817,"{""属性176"": true, ""特征169"": true, ""特征7"": true}",鱼变种169,3,general
1818,"{""属性177"": true, ""特征169"": true, ""特征8"": true}",鸟变种169,3,general
1819,"{""属性178"": true, ""特征169"": true, ""特征9"": true}",虫变种169,3,general
1820,"{""属性170"": true, ""特征0"": true, ""特征170"": true}",熊变种170,3,general
1821,"{""属性171"": true, ""特征1"": true, ""特征170"": true}",狼变种170,3,general
1822,"{""属性172"": true, ""特征170"": true, ""特征2"": true}",豹变种170,3,general
1823,"{""属性173"": true, ""特征170"": true, ""特征3"": true}",鹿变种170,3,general
1824,"{""属性174"": true, ""特征170"": true, ""特征4"": true}",象变种170,3,general
1825,"{""属性175"": true, ""特征170"": true, ""特征5"": true}",鹰变种170,3,general
1826,"{""属性176"": true, ""特征170"": true, ""特征6"": true}",蛇变种170,3,general
1827,"{""属性177"": true, ""特征170"": true, ""特征7"": true}",鱼变种170,3,general
1828,"{""属性178"": true, ""特征170"": true, ""特征8"": true}",鸟变种170,3,general
1829,"{""属性179"": true, ""特征170"": true, ""特征9"": true}",虫变种170,3,general
1830,"{""属性171"": true, ""特征0"": true, ""特征171"": true}",熊变种171,3,general
1831,"{""属性172"": true, ""特征1"": true, ""特征171"": true}",狼变种171,3,general
1832,"{""属性173"": true, ""特征171"": true, ""特征2"": true}",豹变种171,3,general
1833,"{""属性174"": true, ""特征171"": true, ""特征3"": true}",鹿变种171,3,general
1834,"{""属性175"": true, ""特征171"": true, ""特征4"": true}",象变种171,3,general
1835,"{""属性176"": true, ""特征171"": true, ""特征5"": true}",鹰变种171,3,general
1836,"{""属性177"": true, ""特征171"": true, ""特征6"": true}",蛇变种171,3,general
1837,"{""属性178"": true, ""特征171"": true, ""特征7"": true}",鱼变种171,3,general
1838,"{""属性179"": true, ""特征171"": true, ""特征8"": true}",鸟变种171,3,general
1839,"{""属性180"": true, ""特征171"": true, ""特征9"": true}",虫变种171,3,general
1840,"{""属性172"": true, ""特征0"": true, ""特征172"": true}",熊变种172,3,general
1841,"{""属性173"": true, ""特征1"": true, ""特征172"": true}",狼变种172,3,general
1842,"{""属性174"": true, ""特征172"": true, ""特征2"": true}",豹变种172,3,general
1843,"{""属性175"": true, ""特征172"": true, ""特征3"": true}",鹿变种172,3,general
1844,"{""属性176"": true, ""特征172"": true, ""特征4"": true}",象变种172,3,general
1845,"{""属性177"": true, ""特征172"": true, ""特征5"": true}",鹰变种172,3,general
1846,"{""属性178"": true, ""特征172"": true, ""特征6"": true}",蛇变种172,3,general
1847,"{""属性179"": true, ""特征172"": true, ""特征7"": true}",鱼变种172,3,general
1848,"{""属性180"": true, ""特征172"": true, ""特征8"": true}",鸟变种172,3,general
1849,"{""属性181"": true, ""特征172"": true, ""特征9"": true}",虫变种172,3,general
1850,"{""属性173"": true, ""特征0"": true, ""特征173"": true}",熊变种173,3,general
1851,"{""属性174"": true, ""特征1"": true, ""特征173"": true}",狼变种173,3,general
1852,"{""属性175"": true, ""特征173"": true, ""特征2"": true}",豹变种173,3,general
1853,"{""属性176"": true, ""特征173"": true, ""特征3"": true}",鹿变种173,3,general
1854,"{""属性177"": true, ""特征173"": true, ""特征4"": true}",象变种173,3,general
1855,"{""属性178"": true, ""特征173"": true, ""特征5"": true}",鹰变种173,3,general
1856,"{""属性179"": true, ""特征173"": true, ""特征6"": true}",蛇变种173,3,general
1857,"{""属性180"": true, ""特征173"": true, ""特征7"": true}",鱼变种173,3,general
1858,"{""属性181"": true, ""特征173"": true, ""特征8"": true}",鸟变种173,3,general
1859,"{""属性182"": true, ""特征173"": true, ""特征9"": true}",虫变种173,3,general
1860,"{""属性174"": true, ""特征0"": true, ""特征174"": true}",熊变种174,3,general
1861,"{""属性175"": true, ""特征1"": true, ""特征174"": true}",狼变种174,3,general
1862,"{""属性176"": true, ""特征174"": true, ""特征2"": true}",豹变种174,3,general
1863,"{""属性177"": true, ""特征174"": true, ""特征3"": true}",鹿变种174,3,general
1864,"{""属性178"": true, ""特征174"": true, ""特征4"": true}",象变种174,3,general
1865,"{""属性179"": true, ""特征174"": true, ""特征5"": true}",鹰变种174,3,general
1866,"{""属性180"": true, ""特征174"": true, ""特征6"": true}",蛇变种174,3,general
1867,"{""属性181"": true, ""特征174"": true, ""特征7"": true}",鱼变种174,3,general
1868,"{""属性182"": true, ""特征174"": true, ""特征8"": true}",鸟变种174,3,general
1869,"{""属性183"": true, ""特征174"": true, ""特征9"": true}",虫变种174,3,general
1870,"{""属性175"": true, ""特征0"": true, ""特征175"": true}",熊变种175,3,general
1871,"{""属性176"": true, ""特征1"": true, ""特征175"": true}",狼变种175,3,general
1872,"{""属性177"": true, ""特征175"": true, ""特征2"": true}",豹变种175,3,general
1873,"{""属性178"": true, ""特征175"": true, ""特征3"": true}",鹿变种175,3,general
1874,"{""属性179"": true, ""特征175"": true, ""特征4"": true}",象变种175,3,general
1875,"{""属性180"": true, ""特征175"": true, ""特征5"": true}",鹰变种175,3,general
1876,"{""属性181"": true, ""特征175"": true, ""特征6"": true}",蛇变种175,3,general
1877,"{""属性182"": true, ""特征175"": true, ""特征7"": true}",鱼变种175,3,general
1878,"{""属性183"": true, ""特征175"": true, ""特征8"": true}",鸟变种175,3,general
1879,"{""属性184"": true, ""特征175"": true, ""特征9"": true}",虫变种175,3,general
1880,"{""属性176"": true, ""特征0"": true, ""特征176"": true}",熊变种176,3,general
1881,"{""属性177"": true, ""特征1"": true, ""特征176"": true}",狼变种176,3,general
1882,"{""属性178"": true, ""特征176"": true, ""特征2"": true}",豹变种176,3,general
1883,"{""属性179"": true, ""特征176"": true, ""特征3"": true}",鹿变种176,3,general
1884,"{""属性180"": true, ""特征176"": true, ""特征4"": true}",象变种176,3,general
1885,"{""属性181"": true, ""特征176"": true, ""特征5"": true}",鹰变种176,3,general
1886,"{""属性182"": true, ""特征176"": true, ""特征6"": true}",蛇变种176,3,general
1887,"{""属性183"": true, ""特征176"": true, ""特征7"": true}",鱼变种176,3,general
1888,"{""属性184"": true, ""特征176"": true, ""特征8"": true}",鸟变种176,3,general
1889,"{""属性185"": true, ""特征176"": true, ""特征9"": true}",虫变种176,3,general
1890,"{""属性177"": true, ""特征0"": true, ""特征177"": true}",熊变种177,3,general
1891,"{""属性178"": true, ""特征1"": true, ""特征177"": true}",狼变种177,3,general
1892,"{""属性179"": true, ""特征177"": true, ""特征2"": true}",豹变种177,3,general
1893,"{""属性180"": true, ""特征177"": true, ""特征3"": true}",鹿变种177,3,general
1894,"{""属性181"": true, ""特征177"": true, ""特征4"": true}",象变种177,3,general
1895,"{""属性182"": true, ""特征177"": true, ""特征5"": true}",鹰变种177,3,general
1896,"{""属性183"": true, ""特征177"": true, ""特征6"": true}",蛇变种177,3,general
1897,"{""属性184"": true, ""特征177"": true, ""特征7"": true}",鱼变种177,3,general
1898,"{""属性185"": true, ""特征177"": true, ""特征8"": true}",鸟变种177,3,general
1899,"{""属性186"": true, ""特征177"": true, ""特征9"": true}",虫变种177,3,general
1900,"{""属性178"": true, ""特征0"": true, ""特征178"": true}",熊变种178,3,general
1901,"{""属性179"": true, ""特征1"": true, ""特征178"": true}",狼变种178,3,general
1902,"{""属性180"": true, ""特征178"": true, ""特征2"": true}",豹变种178,3,general
1903,"{""属性181"": true, ""特征178"": true, ""特征3"": true}",鹿变种178,3,general
1904,"{""属性182"": true, ""特征178"": true, ""特征4"": true}",象变种178,3,general
1905,"{""属性183"": true, ""特征178"": true, ""特征5"": true}",鹰变种178,3,general
1906,"{""属性184"": true, ""特征178"": true, ""特征6"": true}",蛇变种178,3,general
1907,"{""属性185"": true, ""特征178"": true, ""特征7"": true}",鱼变种178,3,general
1908,"{""属性186"": true, ""特征178"": true, ""特征8"": true}",鸟变种178,3,general
1909,"{""属性187"": true, ""特征178"": true, ""特征9"": true}",虫变种178,3,general
1910,"{""属性179"": true, ""特征0"": true, ""特征179"": true}",熊变种179,3,general
1911,"{""属性180"": true, ""特征1"": true, ""特征179"": true}",狼变种179,3,general
1912,"{""属性181"": true, ""特征179"": true, ""特征2"": true}",豹变种179,3,general
1913,"{""属性182"": true, ""特征179"": true, ""特征3"": true}",鹿变种179,3,general
1914,"{""属性183"": true, ""特征179"": true, ""特征4"": true}",象变种179,3,general
1915,"{""属性184"": true, ""特征179"": true, ""特征5"": true}",鹰变种179,3,general
1916,"{""属性185"": true, ""特征179"": true, ""特征6"": true}",蛇变种179,3,general
1917,"{""属性186"": true, ""特征179"": true, ""特征7"": true}",鱼变种179,3,general
1918,"{""属性187"": true, ""特征179"": true, ""特征8"": true}",鸟变种179,3,general
1919,"{""属性188"": true, ""特征179"": true, ""特征9"": true}",虫变种179,3,general
1920,"{""属性180"": true, ""特征0"": true, ""特征180"": true}",熊变种180,3,general
1921,"{""属性181"": true, ""特征1"": true, ""特征180"": true}",狼变种180,3,general
1922,"{""属性182"": true, ""特征180"": true, ""特征2"": true}",豹变种180,3,general
1923,"{""属性183"": true, ""特征180"": true, ""特征3"": true}",鹿变种180,3,general
1924,"{""属性184"": true, ""特征180"": true, ""特征4"": true}",象变种180,3,general
1925,"{""属性185"": true, ""特征180"": true, ""特征5"": true}",鹰变种180,3,general
1926,"{""属性186"": true, ""特征180"": true, ""特征6"": true}",蛇变种180,3,general
1927,"{""属性187"": true, ""特征180"": true, ""特征7"": true}",鱼变种180,3,general
1928,"{""属性188"": true, ""特征180"": true, ""特征8"": true}",鸟变种180,3,general
1929,"{""属性189"": true, ""特征180"": true, ""特征9"": true}",虫变种180,3,general
1930,"{""属性181"": true, ""特征0"": true, ""特征181"": true}",熊变种181,3,general
1931,"{""属性182"": true, ""特征1"": true, ""特征181"": true}",狼变种181,3,general
1932,"{""属性183"": true, ""特征181"": true, ""特征2"": true}",豹变种181,3,general
1933,"{""属性184"": true, ""特征181"": true, ""特征3"": true}",鹿变种181,3,general
1934,"{""属性185"": true, ""特征181"": true, ""特征4"": true}",象变种181,3,general
1935,"{""属性186"": true, ""特征181"": true, ""特征5"": true}",鹰变种181,3,general
1936,"{""属性187"": true, ""特征181"": true, ""特征6"": true}",蛇变种181,3,general
1937,"{""属性188"": true, ""特征181"": true, ""特征7"": true}",鱼变种181,3,general
1938,"{""属性189"": true, ""特征181"": true, ""特征8"": true}",鸟变种181,3,general
1939,"{""属性190"": true, ""特征181"": true, ""特征9"": true}",虫变种181,3,general
1940,"{""属性182"": true, ""特征0"": true, ""特征182"": true}",熊变种182,3,general
1941,"{""属性183"": true, ""特征1"": true, ""特征182"": true}",狼变种182,3,general
1942,"{""属性184"": true, ""特征182"": true, ""特征2"": true}",豹变种182,3,general
1943,"{""属性185"": true, ""特征182"": true, ""特征3"": true}",鹿变种182,3,general
1944,"{""属性186"": true, ""特征182"": true, ""特征4"": true}",象变种182,3,general
1945,"{""属性187"": true, ""特征182"": true, ""特征5"": true}",鹰变种182,3,general
1946,"{""属性188"": true, ""特征182"": true, ""特征6"": true}",蛇变种182,3,general
1947,"{""属性189"": true, ""特征182"": true, ""特征7"": true}",鱼变种182,3,general
1948,"{""属性190"": true, ""特征182"": true, ""特征8"": true}",鸟变种182,3,general
1949,"{""属性191"": true, ""特征182"": true, ""特征9"": true}",虫变种182,3,general
1950,"{""属性183"": true, ""特征0"": true, ""特征183"": true}",熊变种183,3,general
1951,"{""属性184"": true, ""特征1"": true, ""特征183"": true}",狼变种183,3,general
1952,"{""属性185"": true, ""特征183"": true, ""特征2"": true}",豹变种183,3,general
1953,"{""属性186"": true, ""特征183"": true, ""特征3"": true}",鹿变种183,3,general
1954,"{""属性187"": true, ""特征183"": true, ""特征4"": true}",象变种183,3,general
1955,"{""属性188"": true, ""特征183"": true, ""特征5"": true}",鹰变种183,3,general
1956,"{""属性189"": true, ""特征183"": true, ""特征6"": true}",蛇变种183,3,general
